  preface 1: div: head	MS::28:37:54: 8, 8, 0	28::MS:37:54: 8, 5, 8	37::MS:28:54: 8, 5, 8	54::MS:28:37: 0, 8, 8
act 5 scene 1: sp: l 1770	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1771	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1771	MS::28:37:54: 3, 3, 3	28::MS:37:54: 3, 0, 0	37::MS:28:54: 3, 0, 0	54::MS:28:37: 3, 0, 0
act 5 scene 1: sp: l 1772	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1772	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1773	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1776	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1777	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1777	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 5 scene 1: sp: l 1778	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1778	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1786	MS::28:37:54: 9, 9, 9	28::MS:37:54: 9, 0, 0	37::MS:28:54: 9, 0, 0	54::MS:28:37: 9, 0, 0
act 5 scene 1: sp: l 1788	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1789	MS::28:37:54: 9, 9, 9	28::MS:37:54: 9, 0, 0	37::MS:28:54: 9, 0, 0	54::MS:28:37: 9, 0, 0
act 5 scene 1: sp: l 1790	MS::28:37:54: 17, 17, 17	28::MS:37:54: 17, 0, 0	37::MS:28:54: 17, 0, 0	54::MS:28:37: 17, 0, 0
act 5 scene 1: sp: l 1797	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: stage	MS::28:37:54: 13, 13, 13	28::MS:37:54: 13, 0, 0	37::MS:28:54: 13, 0, 0	54::MS:28:37: 13, 0, 0
act 5 scene 1: sp: l 1801	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1805	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 5 scene 1: sp: l 1805	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 5 scene 1: sp: l 1807	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1811	MS::28:37:54: 4, 4, 2	28::MS:37:54: 4, 0, 2	37::MS:28:54: 4, 0, 2	54::MS:28:37: 2, 2, 2
act 5 scene 1: sp: l 1812	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1813	MS::28:37:54: 23, 23, 23	28::MS:37:54: 23, 0, 0	37::MS:28:54: 23, 0, 0	54::MS:28:37: 23, 0, 0
act 5 scene 1: sp: l 1814	MS::28:37:54: 22, 22, 22	28::MS:37:54: 22, 0, 0	37::MS:28:54: 22, 0, 0	54::MS:28:37: 22, 0, 0
act 5 scene 1: sp: l 1815	MS::28:37:54: 17, 17, 14	28::MS:37:54: 17, 0, 3	37::MS:28:54: 17, 0, 3	54::MS:28:37: 14, 3, 3
act 5 scene 1: sp: stage	MS::28:37:54: 17, 17, 14	28::MS:37:54: 17, 0, 4	37::MS:28:54: 17, 0, 4	54::MS:28:37: 14, 4, 4
act 5 scene 1: sp: l 1816	MS::28:37:54: 1, 1, 3	28::MS:37:54: 1, 0, 2	37::MS:28:54: 1, 0, 2	54::MS:28:37: 3, 2, 2
act 5 scene 1: sp: l 1819	MS::28:37:54: 3, 3, 3	28::MS:37:54: 3, 0, 0	37::MS:28:54: 3, 0, 0	54::MS:28:37: 3, 0, 0
act 5 scene 1: sp: l 1822	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1822	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1823	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 5 scene 1: sp: l 1824	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 5 scene 1: sp: l 1827	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: div: stage	MS::28:37:54: 4, 4, 4	28::MS:37:54: 4, 0, 0	37::MS:28:54: 4, 0, 0	54::MS:28:37: 4, 0, 0
act 5 scene 1: div: stage	MS::28:37:54: 11, 11, 11	28::MS:37:54: 11, 0, 0	37::MS:28:54: 11, 0, 0	54::MS:28:37: 11, 0, 0
act 5 scene 1: sp: stage	MS::28:37:54: 2, 2, 0	28::MS:37:54: 2, 0, 2	37::MS:28:54: 2, 0, 2	54::MS:28:37: 0, 2, 2
act 5 scene 1: sp: l 1832	MS::28:37:54: 3, 3, 2	28::MS:37:54: 3, 0, 1	37::MS:28:54: 3, 0, 1	54::MS:28:37: 2, 1, 1
act 5 scene 1: sp: l 1833	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 5 scene 1: sp: l 1834	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1834	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1837	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: stage	MS::28:37:54: 2, 2, 0	28::MS:37:54: 2, 0, 2	37::MS:28:54: 2, 0, 2	54::MS:28:37: 0, 2, 2
act 5 scene 1: sp: stage	MS::28:37:54: 9, 9, 0	28::MS:37:54: 9, 0, 9	37::MS:28:54: 9, 0, 9	54::MS:28:37: 0, 9, 9
act 5 scene 1: sp: l 1843	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: stage	MS::28:37:54: 2, 2, 0	28::MS:37:54: 2, 0, 2	37::MS:28:54: 2, 0, 2	54::MS:28:37: 0, 2, 2
act 5 scene 1: sp: l 1846	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1847	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 5 scene 1: sp: l 1848	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 5 scene 1: sp: l 1849	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: div: stage	MS::28:37:54: 14, 14, 0	28::MS:37:54: 14, 0, 14	37::MS:28:54: 14, 0, 14	54::MS:28:37: 0, 14, 14
act 5 scene 1: sp: l 1851	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1852	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1855	MS::28:37:54: 11, 11, 11	28::MS:37:54: 11, 0, 3	37::MS:28:54: 11, 0, 3	54::MS:28:37: 11, 3, 3
act 5 scene 1: sp: l 1856	MS::28:37:54: 0, 0, 0	28::MS:37:54: 0, 0, 0	37::MS:28:54: 0, 0, 0	54::MS:28:37: 0, 0, 0
act 5 scene 1: sp: l 1857	MS::28:37:54: 2, 2, 0	28::MS:37:54: 2, 0, 2	37::MS:28:54: 2, 0, 2	54::MS:28:37: 0, 2, 2
act 5 scene 1: sp: l 1861	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1865	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1866	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1870	MS::28:37:54: 1, 1, 2	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 2, 1, 1
act 5 scene 1: sp: stage	MS::28:37:54: 14, 14, 0	28::MS:37:54: 14, 0, 14	37::MS:28:54: 14, 0, 14	54::MS:28:37: 0, 14, 14
act 5 scene 1: sp: l 1872	MS::28:37:54: 3, 3, 1	28::MS:37:54: 3, 0, 2	37::MS:28:54: 3, 0, 2	54::MS:28:37: 1, 2, 2
act 5 scene 1: sp: l 1874	MS::28:37:54: 0, 0, 0	28::MS:37:54: 0, 0, 0	37::MS:28:54: 0, 0, 0	54::MS:28:37: 0, 0, 0
act 5 scene 1: sp: l 1875	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1876	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1877	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: stage	MS::28:37:54: 5, 5, 0	28::MS:37:54: 5, 0, 5	37::MS:28:54: 5, 0, 5	54::MS:28:37: 0, 5, 5
act 5 scene 1: sp: l 1883	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1885	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1887	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 5 scene 1: sp: l 1889	MS::28:37:54: 3, 3, 2	28::MS:37:54: 3, 0, 2	37::MS:28:54: 3, 0, 2	54::MS:28:37: 2, 2, 2
act 5 scene 1: sp: l 1891	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1895	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1896	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 5 scene 1: sp: l 1897	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1898	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 5 scene 1: sp: l 1899	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: div: stage	MS::28:37:54: 33, 33, 0	28::MS:37:54: 33, 0, 33	37::MS:28:54: 33, 0, 33	54::MS:28:37: 0, 33, 33
act 5 scene 1: sp: l 1902	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1903	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: div: stage	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: div: stage	MS::28:37:54: 10, 10, 10	28::MS:37:54: 10, 0, 0	37::MS:28:54: 10, 0, 0	54::MS:28:37: 10, 0, 0
act 5 scene 1: div: stage	MS::28:37:54: 4, 4, 0	28::MS:37:54: 4, 0, 4	37::MS:28:54: 4, 0, 4	54::MS:28:37: 0, 4, 4
act 5 scene 1: sp: stage	MS::28:37:54: 19, 19, 19	28::MS:37:54: 19, 0, 0	37::MS:28:54: 19, 0, 0	54::MS:28:37: 19, 0, 0
act 5 scene 1: sp: l 1905	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1906	MS::28:37:54: 2, 2, 0	28::MS:37:54: 2, 0, 2	37::MS:28:54: 2, 0, 2	54::MS:28:37: 0, 2, 2
act 5 scene 1: sp: l 1908	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 5 scene 1: sp: l 1909	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 5 scene 1: sp: l 1909	MS::28:37:54: 3, 3, 1	28::MS:37:54: 3, 0, 2	37::MS:28:54: 3, 0, 2	54::MS:28:37: 1, 2, 2
act 5 scene 1: sp: l 1910	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: stage	MS::28:37:54: 3, 3, 0	28::MS:37:54: 3, 0, 3	37::MS:28:54: 3, 0, 3	54::MS:28:37: 0, 3, 3
act 5 scene 1: sp: l 1912	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: stage	MS::28:37:54: 15, 15, 0	28::MS:37:54: 15, 0, 15	37::MS:28:54: 15, 0, 15	54::MS:28:37: 0, 15, 15
act 5 scene 1: sp: l 1914	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: stage	MS::28:37:54: 3, 3, 0	28::MS:37:54: 3, 0, 3	37::MS:28:54: 3, 0, 3	54::MS:28:37: 0, 3, 3
act 5 scene 1: sp: l 1916	MS::28:37:54: 0, 0, 0	28::MS:37:54: 0, 0, 0	37::MS:28:54: 0, 0, 0	54::MS:28:37: 0, 0, 0
act 5 scene 1: sp: l 1917	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 5 scene 1: div: stage	MS::28:37:54: 26, 26, 22	28::MS:37:54: 26, 0, 4	37::MS:28:54: 26, 0, 4	54::MS:28:37: 22, 4, 4
act 5 scene 1: sp: stage	MS::28:37:54: 8, 8, 8	28::MS:37:54: 8, 0, 0	37::MS:28:54: 8, 0, 0	54::MS:28:37: 8, 0, 0
act 5 scene 1: sp: stage	MS::28:37:54: 31, 31, 31	28::MS:37:54: 31, 0, 0	37::MS:28:54: 31, 0, 0	54::MS:28:37: 31, 0, 0
act 5 scene 1: sp: stage	MS::28:37:54: 2, 2, 0	28::MS:37:54: 2, 0, 2	37::MS:28:54: 2, 0, 2	54::MS:28:37: 0, 2, 2
act 5 scene 1: sp: l 1922	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1923	MS::28:37:54: 4, 4, 4	28::MS:37:54: 4, 0, 0	37::MS:28:54: 4, 0, 0	54::MS:28:37: 4, 0, 0
act 5 scene 1: sp: l 1923	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1923	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1924	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1925	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1927	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1927	MS::28:37:54: 4, 4, 4	28::MS:37:54: 4, 0, 0	37::MS:28:54: 4, 0, 0	54::MS:28:37: 4, 0, 0
act 5 scene 1: sp: stage	MS::28:37:54: 5, 5, 0	28::MS:37:54: 5, 0, 5	37::MS:28:54: 5, 0, 5	54::MS:28:37: 0, 5, 5
act 5 scene 1: sp: l 1931	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 5 scene 1: sp: l 1931	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1931	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1933	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1934	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1934	MS::28:37:54: 3, 3, 1	28::MS:37:54: 3, 0, 2	37::MS:28:54: 3, 0, 2	54::MS:28:37: 1, 2, 2
act 5 scene 1: sp: l 1935	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 5 scene 1: sp: l 1936	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 5 scene 1: sp: l 1938	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1940	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 5 scene 1: sp: l 1944	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 5 scene 1: sp: l 1945	MS::28:37:54: 1, 1, 2	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 2, 1, 1
act 5 scene 1: sp: l 1947	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1947	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1947	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1949	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 5 scene 1: sp: l 1949	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1950	MS::28:37:54: 10, 10, 10	28::MS:37:54: 10, 0, 0	37::MS:28:54: 10, 0, 0	54::MS:28:37: 10, 0, 0
act 5 scene 1: sp: l 1950	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 5 scene 1: sp: l 1950	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1951	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1955	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: div: stage	MS::28:37:54: 7, 7, 0	28::MS:37:54: 7, 0, 7	37::MS:28:54: 7, 0, 7	54::MS:28:37: 0, 7, 7
act 5 scene 1: sp: l 1957	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1958	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1959	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1963	MS::28:37:54: 39, 39, 39	28::MS:37:54: 39, 0, 0	37::MS:28:54: 39, 0, 0	54::MS:28:37: 39, 0, 0
act 5 scene 1: sp: l 1964	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1965	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1967	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1968	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 5 scene 1: sp: l 1970	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 5 scene 1: sp: l 1971	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1974	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 5 scene 1: sp: l 1975	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 2	37::MS:28:54: 1, 0, 2	54::MS:28:37: 1, 2, 2
act 5 scene 1: sp: l 1976	MS::28:37:54: 7, 7, 7	28::MS:37:54: 7, 0, 0	37::MS:28:54: 7, 0, 0	54::MS:28:37: 7, 0, 0
act 5 scene 1: sp: stage	MS::28:37:54: 27, 27, 27	28::MS:37:54: 27, 0, 0	37::MS:28:54: 27, 0, 0	54::MS:28:37: 27, 0, 0
act 5 scene 1: sp: l 1977	MS::28:37:54: 17, 17, 17	28::MS:37:54: 17, 0, 0	37::MS:28:54: 17, 0, 0	54::MS:28:37: 17, 0, 0
act 5 scene 1: sp: l 1978	MS::28:37:54: 45, 45, 45	28::MS:37:54: 45, 0, 0	37::MS:28:54: 45, 0, 0	54::MS:28:37: 45, 0, 0
act 5 scene 1: sp: l 1979	MS::28:37:54: 39, 39, 39	28::MS:37:54: 39, 0, 0	37::MS:28:54: 39, 0, 0	54::MS:28:37: 39, 0, 0
act 5 scene 1: sp: l 1980	MS::28:37:54: 46, 46, 46	28::MS:37:54: 46, 0, 0	37::MS:28:54: 46, 0, 0	54::MS:28:37: 46, 0, 0
act 5 scene 1: sp: l 1981	MS::28:37:54: 41, 41, 41	28::MS:37:54: 41, 0, 0	37::MS:28:54: 41, 0, 0	54::MS:28:37: 41, 0, 0
act 5 scene 1: sp: l 1982	MS::28:37:54: 37, 37, 37	28::MS:37:54: 37, 0, 0	37::MS:28:54: 37, 0, 0	54::MS:28:37: 37, 0, 0
act 5 scene 1: sp: l 1983	MS::28:37:54: 46, 46, 46	28::MS:37:54: 46, 0, 0	37::MS:28:54: 46, 0, 0	54::MS:28:37: 46, 0, 0
act 5 scene 1: sp: l 1984	MS::28:37:54: 48, 48, 48	28::MS:37:54: 48, 0, 0	37::MS:28:54: 48, 0, 0	54::MS:28:37: 48, 0, 0
act 5 scene 1: sp: l 1985	MS::28:37:54: 40, 40, 40	28::MS:37:54: 40, 0, 0	37::MS:28:54: 40, 0, 0	54::MS:28:37: 40, 0, 0
act 5 scene 1: sp: l 1986	MS::28:37:54: 44, 44, 44	28::MS:37:54: 44, 0, 0	37::MS:28:54: 44, 0, 0	54::MS:28:37: 44, 0, 0
